performance_id,employee_id,review_period,manager_rating,performance_score,productivity_score,training_hours,promotion_eligible,bonus_percentage
PERF0005608,EMP02804,2025-H2,2,4.02,90,0,Yes,15
PERF0005609,EMP02805,2025-H1,2,4.17,77,30,No,12
PERF0005610,EMP02805,2025-H2,4,3.07,69,31,No,12
PERF0005611,EMP02806,2025-H1,4,3.86,88,37,Yes,10
PERF0005612,EMP02806,2025-H2,4,3.95,75,30,No,8
PERF0005613,EMP02807,2025-H1,5,3.37,78,26,No,0
PERF0005614,EMP02807,2025-H2,4,4.38,76,53,Yes,12
PERF0005615,EMP02808,2025-H1,5,4.87,95,31,Yes,8
PERF0005616,EMP02808,2025-H2,2,3.88,83,32,Yes,15
PERF0005617,EMP02809,2025-H1,3,2.52,69,55,No,0
PERF0005618,EMP02809,2025-H2,5,3.18,71,6,No,15
PERF0005619,EMP02810,2025-H1,4,4.1,80,29,Yes,15
PERF0005620,EMP02810,2025-H2,2,4.43,86,47,Yes,5
PERF0005621,EMP02811,2025-H1,5,3.29,80,55,Yes,5
PERF0005622,EMP02811,2025-H2,3,3.24,78,17,No,10
PERF0005623,EMP02812,2025-H1,5,4.18,64,58,No,8
PERF0005624,EMP02812,2025-H2,5,4.97,93,29,Yes,10
PERF0005625,EMP02813,2025-H1,5,3.81,94,25,Yes,10
PERF0005626,EMP02813,2025-H2,5,3.49,90,37,Yes,10
PERF0005627,EMP02814,2025-H1,4,3.63,96,60,Yes,8
PERF0005628,EMP02814,2025-H2,2,3.5,71,39,Yes,8
PERF0005629,EMP02815,2025-H1,4,4.42,90,51,No,10
PERF0005630,EMP02815,2025-H2,2,3.33,88,32,No,8
PERF0005631,EMP02816,2025-H1,2,4.63,93,6,No,12
PERF0005632,EMP02816,2025-H2,5,4.66,100,19,Yes,5
PERF0005633,EMP02817,2025-H1,3,3.78,98,8,Yes,12
PERF0005634,EMP02817,2025-H2,5,3.26,80,9,Yes,5
PERF0005635,EMP02818,2025-H1,2,4.36,64,48,Yes,8
PERF0005636,EMP02818,2025-H2,3,2.62,81,11,No,0
PERF0005637,EMP02819,2025-H1,4,4.49,89,48,Yes,12
PERF0005638,EMP02819,2025-H2,2,4.55,75,27,No,0
PERF0005639,EMP02820,2025-H1,2,3.74,91,41,Yes,12
PERF0005640,EMP02820,2025-H2,3,4.82,67,16,No,10
PERF0005641,EMP02821,2025-H1,4,2.89,69,32,Yes,10
PERF0005642,EMP02821,2025-H2,5,4.32,96,18,No,0
PERF0005643,EMP02822,2025-H1,2,3.13,73,16,No,15
PERF0005644,EMP02822,2025-H2,2,4.09,89,19,Yes,10
PERF0005645,EMP02823,2025-H1,2,3.12,92,34,No,15
PERF0005646,EMP02823,2025-H2,3,4.15,76,40,Yes,10
PERF0005647,EMP02824,2025-H1,4,3.99,91,21,No,5
PERF0005648,EMP02824,2025-H2,2,3.57,85,28,Yes,0
PERF0005649,EMP02825,2025-H1,3,4.76,60,32,No,0
PERF0005650,EMP02825,2025-H2,4,4.59,89,8,Yes,5
PERF0005651,EMP02826,2025-H1,2,3.97,85,11,No,8
PERF0005652,EMP02826,2025-H2,3,3.88,95,16,Yes,15
PERF0005653,EMP02827,2025-H1,4,4.45,82,31,Yes,0
PERF0005654,EMP02827,2025-H2,5,3.04,74,8,No,5
PERF0005655,EMP02828,2025-H1,4,4.02,79,50,No,5
PERF0005656,EMP02828,2025-H2,2,3.78,81,18,Yes,15
PERF0005657,EMP02829,2025-H1,4,4.84,60,16,No,15
PERF0005658,EMP02829,2025-H2,4,2.89,63,3,Yes,8
PERF0005659,EMP02830,2025-H1,4,4.72,95,10,No,10
PERF0005660,EMP02830,2025-H2,2,4.25,84,6,No,8
PERF0005661,EMP02831,2025-H1,5,3.42,78,30,Yes,0
PERF0005662,EMP02831,2025-H2,3,4.14,63,20,Yes,15
PERF0005663,EMP02832,2025-H1,4,3.21,80,28,Yes,15
PERF0005664,EMP02832,2025-H2,5,4.49,72,44,Yes,15
PERF0005665,EMP02833,2025-H1,2,4.25,79,10,Yes,15
PERF0005666,EMP02833,2025-H2,4,4.71,67,58,Yes,5
PERF0005667,EMP02834,2025-H1,4,3.35,60,20,Yes,10
PERF0005668,EMP02834,2025-H2,2,3.17,60,43,Yes,10
PERF0005669,EMP02835,2025-H1,4,3.01,79,28,No,12
PERF0005670,EMP02835,2025-H2,5,3.98,99,18,Yes,8
PERF0005671,EMP02836,2025-H1,3,2.93,74,49,No,10
PERF0005672,EMP02836,2025-H2,5,3.99,83,54,No,15
PERF0005673,EMP02837,2025-H1,4,2.7,93,25,No,8
PERF0005674,EMP02837,2025-H2,5,4.68,72,12,No,8
PERF0005675,EMP02838,2025-H1,4,3.47,73,24,No,8
PERF0005676,EMP02838,2025-H2,4,3.09,67,4,Yes,5
PERF0005677,EMP02839,2025-H1,3,3.7,74,43,Yes,5
PERF0005678,EMP02839,2025-H2,2,3.73,98,12,No,15
PERF0005679,EMP02840,2025-H1,2,2.63,84,50,No,5
PERF0005680,EMP02840,2025-H2,2,3.45,62,38,Yes,12
PERF0005681,EMP02841,2025-H1,4,2.53,75,0,No,12
PERF0005682,EMP02841,2025-H2,3,2.99,89,37,No,5
PERF0005683,EMP02842,2025-H1,3,2.96,69,23,No,15
PERF0005684,EMP02842,2025-H2,2,4.62,69,51,Yes,10
PERF0005685,EMP02843,2025-H1,3,4.63,65,15,No,0
PERF0005686,EMP02843,2025-H2,2,4.55,82,59,Yes,5
PERF0005687,EMP02844,2025-H1,3,4.28,97,28,Yes,5
PERF0005688,EMP02844,2025-H2,3,4.44,90,8,No,15
PERF0005689,EMP02845,2025-H1,4,3.47,90,50,Yes,15
PERF0005690,EMP02845,2025-H2,3,2.7,90,31,Yes,10
PERF0005691,EMP02846,2025-H1,4,3.8,67,54,No,12
PERF0005692,EMP02846,2025-H2,2,2.54,92,12,Yes,15
PERF0005693,EMP02847,2025-H1,2,4.6,68,55,Yes,15
PERF0005694,EMP02847,2025-H2,3,3.49,61,32,Yes,5
PERF0005695,EMP02848,2025-H1,3,2.63,83,27,Yes,10
PERF0005696,EMP02848,2025-H2,4,3.09,75,13,Yes,5
PERF0005697,EMP02849,2025-H1,2,3.29,77,0,No,8
PERF0005698,EMP02849,2025-H2,3,3.53,99,15,Yes,0
PERF0005699,EMP02850,2025-H1,5,2.57,65,0,No,8
PERF0005700,EMP02850,2025-H2,4,3.6,69,60,No,10
PERF0005701,EMP02851,2025-H1,2,3.85,67,12,Yes,5
PERF0005702,EMP02851,2025-H2,5,3.45,88,24,No,8
PERF0005703,EMP02852,2025-H1,3,3.09,61,15,No,12
PERF0005704,EMP02852,2025-H2,4,2.63,81,17,Yes,15
PERF0005705,EMP02853,2025-H1,3,3.1,61,13,No,0
PERF0005706,EMP02853,2025-H2,2,4.47,83,46,Yes,10
PERF0005707,EMP02854,2025-H1,5,4.55,81,52,Yes,0
PERF0005708,EMP02854,2025-H2,2,4.11,71,10,No,5
PERF0005709,EMP02855,2025-H1,3,4.51,85,16,No,5
PERF0005710,EMP02855,2025-H2,2,3.42,64,33,No,10
PERF0005711,EMP02856,2025-H1,4,3.35,72,26,No,15
PERF0005712,EMP02856,2025-H2,3,4.49,81,51,Yes,0
PERF0005713,EMP02857,2025-H1,2,2.87,69,30,Yes,5
PERF0005714,EMP02857,2025-H2,3,2.53,94,55,Yes,15
PERF0005715,EMP02858,2025-H1,2,2.95,84,44,Yes,0
PERF0005716,EMP02858,2025-H2,4,4.38,66,37,Yes,15
PERF0005717,EMP02859,2025-H1,5,4.66,76,3,No,10
PERF0005718,EMP02859,2025-H2,5,4.13,63,22,Yes,10
PERF0005719,EMP02860,2025-H1,4,2.99,63,11,No,8
PERF0005720,EMP02860,2025-H2,4,3.3,99,30,Yes,15
PERF0005721,EMP02861,2025-H1,4,3.51,64,59,Yes,12
PERF0005722,EMP02861,2025-H2,5,4.63,96,1,Yes,12
PERF0005723,EMP02862,2025-H1,3,4.85,95,6,No,0
PERF0005724,EMP02862,2025-H2,4,3.98,80,26,Yes,10
PERF0005725,EMP02863,2025-H1,2,2.63,98,4,No,15
PERF0005726,EMP02863,2025-H2,5,4.55,87,17,No,15
PERF0005727,EMP02864,2025-H1,5,2.77,85,9,No,0
PERF0005728,EMP02864,2025-H2,4,2.88,70,21,Yes,15
PERF0005729,EMP02865,2025-H1,3,3.81,83,26,Yes,10
PERF0005730,EMP02865,2025-H2,3,2.69,60,20,Yes,0
PERF0005731,EMP02866,2025-H1,5,3.29,79,17,Yes,5
PERF0005732,EMP02866,2025-H2,2,2.66,83,37,No,5
PERF0005733,EMP02867,2025-H1,4,2.81,77,48,Yes,0
PERF0005734,EMP02867,2025-H2,2,4.75,91,51,Yes,5
PERF0005735,EMP02868,2025-H1,3,4.22,85,37,Yes,15
PERF0005736,EMP02868,2025-H2,4,2.95,66,9,No,12
PERF0005737,EMP02869,2025-H1,5,3.0,83,13,No,12
PERF0005738,EMP02869,2025-H2,4,3.77,89,40,No,0
PERF0005739,EMP02870,2025-H1,3,4.67,73,49,No,0
PERF0005740,EMP02870,2025-H2,2,3.66,89,54,Yes,10
PERF0005741,EMP02871,2025-H1,4,3.22,97,60,Yes,5
PERF0005742,EMP02871,2025-H2,4,2.87,62,10,Yes,8
PERF0005743,EMP02872,2025-H1,2,3.05,90,28,No,10
PERF0005744,EMP02872,2025-H2,3,2.61,75,58,Yes,10
PERF0005745,EMP02873,2025-H1,5,4.46,64,60,No,12
PERF0005746,EMP02873,2025-H2,2,3.6,85,5,No,5
PERF0005747,EMP02874,2025-H1,2,3.07,97,32,Yes,0
PERF0005748,EMP02874,2025-H2,2,4.42,65,50,No,8
PERF0005749,EMP02875,2025-H1,4,2.94,72,42,No,12
PERF0005750,EMP02875,2025-H2,4,4.8,68,56,Yes,12
PERF0005751,EMP02876,2025-H1,5,3.29,66,58,Yes,8
PERF0005752,EMP02876,2025-H2,4,4.59,60,52,Yes,8
PERF0005753,EMP02877,2025-H1,3,2.82,69,19,No,0
PERF0005754,EMP02877,2025-H2,5,3.58,93,21,Yes,5
PERF0005755,EMP02878,2025-H1,5,4.62,63,18,No,8
PERF0005756,EMP02878,2025-H2,4,4.1,77,10,No,12
PERF0005757,EMP02879,2025-H1,2,4.94,62,36,Yes,0
PERF0005758,EMP02879,2025-H2,3,4.54,85,35,Yes,5
PERF0005759,EMP02880,2025-H1,2,2.96,91,38,Yes,10
PERF0005760,EMP02880,2025-H2,3,4.9,99,16,No,10
PERF0005761,EMP02881,2025-H1,2,4.61,81,48,No,15
PERF0005762,EMP02881,2025-H2,2,2.85,100,45,No,12
PERF0005763,EMP02882,2025-H1,5,4.53,98,34,No,0
PERF0005764,EMP02882,2025-H2,4,3.23,75,38,No,0
PERF0005765,EMP02883,2025-H1,2,3.72,92,1,No,10
PERF0005766,EMP02883,2025-H2,4,3.34,95,22,Yes,10
PERF0005767,EMP02884,2025-H1,5,4.7,96,59,Yes,8
PERF0005768,EMP02884,2025-H2,4,4.69,63,54,Yes,0
PERF0005769,EMP02885,2025-H1,2,4.4,87,22,Yes,12
PERF0005770,EMP02885,2025-H2,3,2.82,90,10,No,15
PERF0005771,EMP02886,2025-H1,5,4.34,77,27,Yes,8
PERF0005772,EMP02886,2025-H2,2,4.78,85,18,Yes,15
PERF0005773,EMP02887,2025-H1,4,3.87,73,11,Yes,8
PERF0005774,EMP02887,2025-H2,4,4.36,83,20,Yes,0
PERF0005775,EMP02888,2025-H1,2,3.68,78,10,No,0
PERF0005776,EMP02888,2025-H2,4,2.79,64,16,No,15
PERF0005777,EMP02889,2025-H1,2,4.72,62,0,No,0
PERF0005778,EMP02889,2025-H2,5,4.75,98,28,No,5
PERF0005779,EMP02890,2025-H1,5,4.83,93,45,Yes,5
PERF0005780,EMP02890,2025-H2,4,3.36,64,55,Yes,10
PERF0005781,EMP02891,2025-H1,4,3.19,100,21,Yes,15
PERF0005782,EMP02891,2025-H2,4,3.32,96,28,Yes,0
PERF0005783,EMP02892,2025-H1,2,4.58,67,29,No,12
PERF0005784,EMP02892,2025-H2,2,4.88,90,59,No,5
PERF0005785,EMP02893,2025-H1,3,3.22,84,41,Yes,12
PERF0005786,EMP02893,2025-H2,4,4.35,69,6,No,8
PERF0005787,EMP02894,2025-H1,3,4.32,85,4,No,15
PERF0005788,EMP02894,2025-H2,2,4.91,91,58,Yes,8
PERF0005789,EMP02895,2025-H1,5,3.77,86,54,No,12
PERF0005790,EMP02895,2025-H2,3,3.22,83,50,No,0
PERF0005791,EMP02896,2025-H1,4,4.78,73,57,Yes,10
PERF0005792,EMP02896,2025-H2,2,3.62,76,15,Yes,8
PERF0005793,EMP02897,2025-H1,3,2.65,89,21,Yes,8
PERF0005794,EMP02897,2025-H2,5,4.36,68,30,Yes,0
PERF0005795,EMP02898,2025-H1,2,3.4,65,37,Yes,8
PERF0005796,EMP02898,2025-H2,3,4.02,72,16,Yes,12
PERF0005797,EMP02899,2025-H1,3,3.18,78,46,No,15
PERF0005798,EMP02899,2025-H2,4,2.55,78,44,Yes,15
PERF0005799,EMP02900,2025-H1,4,3.79,79,2,Yes,8
PERF0005800,EMP02900,2025-H2,5,2.72,88,50,Yes,10
PERF0005801,EMP02901,2025-H1,2,4.84,74,39,No,5
PERF0005802,EMP02901,2025-H2,4,4.35,72,12,Yes,8
PERF0005803,EMP02902,2025-H1,3,4.72,79,28,Yes,10
PERF0005804,EMP02902,2025-H2,5,3.65,67,0,Yes,15
PERF0005805,EMP02903,2025-H1,4,3.76,100,23,No,0
PERF0005806,EMP02903,2025-H2,4,2.94,98,34,No,0
PERF0005807,EMP02904,2025-H1,4,3.89,73,44,Yes,5
PERF0005808,EMP02904,2025-H2,4,3.6,67,13,No,5
PERF0005809,EMP02905,2025-H1,2,2.98,76,51,No,15
PERF0005810,EMP02905,2025-H2,3,4.94,67,5,Yes,12
PERF0005811,EMP02906,2025-H1,4,3.49,80,26,No,10
PERF0005812,EMP02906,2025-H2,2,4.67,89,28,Yes,12
PERF0005813,EMP02907,2025-H1,3,4.18,77,3,No,15
PERF0005814,EMP02907,2025-H2,4,3.13,61,13,Yes,0
PERF0005815,EMP02908,2025-H1,5,4.01,92,5,No,12
PERF0005816,EMP02908,2025-H2,4,2.53,100,41,No,15
PERF0005817,EMP02909,2025-H1,4,4.99,100,9,No,8
PERF0005818,EMP02909,2025-H2,2,3.77,90,60,No,15
PERF0005819,EMP02910,2025-H1,5,2.65,65,10,No,0
PERF0005820,EMP02910,2025-H2,5,4.77,76,57,No,12
PERF0005821,EMP02911,2025-H1,3,4.13,78,58,No,15
PERF0005822,EMP02911,2025-H2,5,3.03,78,48,No,12
PERF0005823,EMP02912,2025-H1,2,4.05,73,1,No,15
PERF0005824,EMP02912,2025-H2,4,3.31,67,1,No,12
PERF0005825,EMP02913,2025-H1,3,3.48,89,0,Yes,15
PERF0005826,EMP02913,2025-H2,5,2.64,77,52,Yes,5
PERF0005827,EMP02914,2025-H1,5,2.7,76,59,Yes,5
PERF0005828,EMP02914,2025-H2,2,3.97,100,29,Yes,5
PERF0005829,EMP02915,2025-H1,5,3.39,84,13,Yes,5
PERF0005830,EMP02915,2025-H2,5,4.3,94,37,Yes,5
PERF0005831,EMP02916,2025-H1,4,4.05,82,39,Yes,0
PERF0005832,EMP02916,2025-H2,2,2.75,69,37,Yes,10
PERF0005833,EMP02917,2025-H1,3,3.2,100,38,No,10
PERF0005834,EMP02917,2025-H2,3,3.41,70,60,No,15
PERF0005835,EMP02918,2025-H1,2,2.63,84,2,No,15
PERF0005836,EMP02918,2025-H2,5,4.5,60,40,Yes,0
PERF0005837,EMP02919,2025-H1,5,4.74,86,36,No,15
PERF0005838,EMP02919,2025-H2,2,3.97,83,12,Yes,0
PERF0005839,EMP02920,2025-H1,4,2.92,78,55,No,15
PERF0005840,EMP02920,2025-H2,2,4.78,68,38,Yes,5
PERF0005841,EMP02921,2025-H1,2,4.23,75,28,Yes,15
PERF0005842,EMP02921,2025-H2,5,4.25,96,20,No,10
PERF0005843,EMP02922,2025-H1,4,3.86,63,9,Yes,8
PERF0005844,EMP02922,2025-H2,5,2.68,65,20,No,12
PERF0005845,EMP02923,2025-H1,4,3.6,65,58,Yes,12
PERF0005846,EMP02923,2025-H2,2,2.62,81,18,No,0
PERF0005847,EMP02924,2025-H1,2,4.46,90,57,No,5
PERF0005848,EMP02924,2025-H2,2,4.65,77,14,No,8
PERF0005849,EMP02925,2025-H1,3,3.6,63,8,No,8
PERF0005850,EMP02925,2025-H2,4,3.48,95,40,No,5
PERF0005851,EMP02926,2025-H1,3,4.02,61,54,Yes,15
PERF0005852,EMP02926,2025-H2,2,3.01,95,30,Yes,8
PERF0005853,EMP02927,2025-H1,4,3.28,94,51,Yes,15
PERF0005854,EMP02927,2025-H2,2,4.92,77,46,No,10
PERF0005855,EMP02928,2025-H1,3,4.68,97,57,No,5
PERF0005856,EMP02928,2025-H2,4,2.68,97,42,Yes,8
PERF0005857,EMP02929,2025-H1,5,4.01,66,53,No,5
PERF0005858,EMP02929,2025-H2,5,3.63,87,6,Yes,10
PERF0005859,EMP02930,2025-H1,3,4.06,68,58,No,12
PERF0005860,EMP02930,2025-H2,2,4.66,93,20,No,10
PERF0005861,EMP02931,2025-H1,5,3.61,96,3,Yes,10
PERF0005862,EMP02931,2025-H2,3,4.12,89,32,Yes,0
PERF0005863,EMP02932,2025-H1,3,2.76,77,8,Yes,8
PERF0005864,EMP02932,2025-H2,5,3.02,63,23,No,8
PERF0005865,EMP02933,2025-H1,4,3.43,87,14,No,5
PERF0005866,EMP02933,2025-H2,4,4.88,70,60,Yes,0
PERF0005867,EMP02934,2025-H1,3,4.04,71,22,No,8
PERF0005868,EMP02934,2025-H2,4,4.18,99,2,Yes,8
PERF0005869,EMP02935,2025-H1,5,4.97,83,55,Yes,12
PERF0005870,EMP02935,2025-H2,5,3.12,74,40,No,8
PERF0005871,EMP02936,2025-H1,2,3.23,82,34,No,12
PERF0005872,EMP02936,2025-H2,2,4.39,77,54,No,12
PERF0005873,EMP02937,2025-H1,4,4.47,85,53,No,15
PERF0005874,EMP02937,2025-H2,3,2.89,78,2,Yes,15
PERF0005875,EMP02938,2025-H1,3,3.87,69,9,No,12
PERF0005876,EMP02938,2025-H2,5,3.09,62,3,No,8
PERF0005877,EMP02939,2025-H1,4,4.97,72,18,No,8
PERF0005878,EMP02939,2025-H2,3,4.25,72,21,No,12
PERF0005879,EMP02940,2025-H1,3,2.95,81,28,Yes,8
PERF0005880,EMP02940,2025-H2,2,3.94,68,51,No,12
PERF0005881,EMP02941,2025-H1,2,3.49,61,11,Yes,10
PERF0005882,EMP02941,2025-H2,3,3.82,67,51,No,0
PERF0005883,EMP02942,2025-H1,4,3.83,87,0,Yes,12
PERF0005884,EMP02942,2025-H2,5,4.99,89,10,Yes,10
PERF0005885,EMP02943,2025-H1,4,3.91,99,57,No,5
PERF0005886,EMP02943,2025-H2,4,3.5,61,23,No,10
PERF0005887,EMP02944,2025-H1,3,4.68,85,2,Yes,12
PERF0005888,EMP02944,2025-H2,5,2.69,65,38,Yes,10
PERF0005889,EMP02945,2025-H1,5,3.24,61,6,Yes,0
PERF0005890,EMP02945,2025-H2,4,3.17,70,12,Yes,5
PERF0005891,EMP02946,2025-H1,2,3.51,91,23,No,12
PERF0005892,EMP02946,2025-H2,3,4.2,92,60,No,0
PERF0005893,EMP02947,2025-H1,4,3.99,72,27,No,8
PERF0005894,EMP02947,2025-H2,4,3.86,97,25,Yes,0
PERF0005895,EMP02948,2025-H1,3,4.3,69,44,No,15
PERF0005896,EMP02948,2025-H2,2,2.7,90,49,No,8
PERF0005897,EMP02949,2025-H1,3,2.65,74,30,No,0
PERF0005898,EMP02949,2025-H2,4,4.0,72,48,No,8
PERF0005899,EMP02950,2025-H1,2,2.67,71,53,Yes,12
PERF0005900,EMP02950,2025-H2,4,3.69,98,4,No,10
PERF0005901,EMP02951,2025-H1,2,3.2,69,32,No,12
PERF0005902,EMP02951,2025-H2,4,4.55,100,35,No,12
PERF0005903,EMP02952,2025-H1,4,3.0,72,0,No,8
PERF0005904,EMP02952,2025-H2,2,2.95,91,35,No,0
PERF0005905,EMP02953,2025-H1,5,4.82,83,1,No,15
PERF0005906,EMP02953,2025-H2,4,4.26,67,18,No,12
PERF0005907,EMP02954,2025-H1,3,3.2,88,46,No,15
PERF0005908,EMP02954,2025-H2,3,3.73,75,40,Yes,15
PERF0005909,EMP02955,2025-H1,5,3.5,74,51,Yes,12
PERF0005910,EMP02955,2025-H2,4,4.1,87,1,Yes,10
PERF0005911,EMP02956,2025-H1,5,3.51,95,5,Yes,8
PERF0005912,EMP02956,2025-H2,2,2.83,64,28,No,5
PERF0005913,EMP02957,2025-H1,4,4.26,88,19,No,5
PERF0005914,EMP02957,2025-H2,4,4.88,63,27,Yes,5
PERF0005915,EMP02958,2025-H1,2,4.44,85,59,Yes,12
PERF0005916,EMP02958,2025-H2,2,4.57,83,48,No,12
PERF0005917,EMP02959,2025-H1,5,2.68,77,45,Yes,15
PERF0005918,EMP02959,2025-H2,2,3.52,94,56,No,10
PERF0005919,EMP02960,2025-H1,5,4.62,63,52,No,15
PERF0005920,EMP02960,2025-H2,5,3.13,82,30,Yes,5
PERF0005921,EMP02961,2025-H1,3,4.88,89,50,No,15
PERF0005922,EMP02961,2025-H2,4,4.84,95,39,No,8
PERF0005923,EMP02962,2025-H1,4,2.63,69,43,Yes,10
PERF0005924,EMP02962,2025-H2,4,4.38,98,29,No,10
PERF0005925,EMP02963,2025-H1,3,2.75,63,1,No,15
PERF0005926,EMP02963,2025-H2,5,4.62,74,21,Yes,15
PERF0005927,EMP02964,2025-H1,5,4.18,73,2,Yes,15
PERF0005928,EMP02964,2025-H2,5,4.78,75,8,Yes,15
PERF0005929,EMP02965,2025-H1,2,3.56,81,30,Yes,5
PERF0005930,EMP02965,2025-H2,4,4.78,99,4,Yes,15
PERF0005931,EMP02966,2025-H1,3,4.92,72,1,Yes,5
PERF0005932,EMP02966,2025-H2,2,3.64,92,42,Yes,5
PERF0005933,EMP02967,2025-H1,2,2.85,79,5,Yes,5
PERF0005934,EMP02967,2025-H2,2,4.41,65,42,Yes,5
PERF0005935,EMP02968,2025-H1,2,3.59,70,53,Yes,8
PERF0005936,EMP02968,2025-H2,4,2.69,74,41,No,0
PERF0005937,EMP02969,2025-H1,5,4.62,63,58,Yes,10
PERF0005938,EMP02969,2025-H2,3,2.98,79,12,No,8
PERF0005939,EMP02970,2025-H1,2,3.58,69,1,No,0
PERF0005940,EMP02970,2025-H2,3,3.86,83,31,Yes,12
PERF0005941,EMP02971,2025-H1,5,3.81,76,17,Yes,10
PERF0005942,EMP02971,2025-H2,2,4.44,91,7,Yes,5
PERF0005943,EMP02972,2025-H1,4,3.64,95,51,Yes,10
PERF0005944,EMP02972,2025-H2,2,4.27,82,54,No,0
PERF0005945,EMP02973,2025-H1,5,3.84,70,60,Yes,10
PERF0005946,EMP02973,2025-H2,3,3.1,86,58,No,12
PERF0005947,EMP02974,2025-H1,2,3.42,91,27,No,10
PERF0005948,EMP02974,2025-H2,4,4.88,67,47,Yes,8
PERF0005949,EMP02975,2025-H1,2,4.77,92,53,No,10
PERF0005950,EMP02975,2025-H2,3,3.2,69,21,Yes,0
PERF0005951,EMP02976,2025-H1,5,4.03,72,43,Yes,8
PERF0005952,EMP02976,2025-H2,4,3.84,61,49,No,5
PERF0005953,EMP02977,2025-H1,4,4.47,95,55,Yes,5
PERF0005954,EMP02977,2025-H2,5,2.76,85,1,No,12
PERF0005955,EMP02978,2025-H1,3,4.84,70,3,No,8
PERF0005956,EMP02978,2025-H2,3,4.85,74,20,Yes,0
PERF0005957,EMP02979,2025-H1,5,4.49,84,14,No,10
PERF0005958,EMP02979,2025-H2,5,3.1,78,39,Yes,12
PERF0005959,EMP02980,2025-H1,2,4.37,88,25,Yes,12
PERF0005960,EMP02980,2025-H2,5,3.55,65,39,No,15
PERF0005961,EMP02981,2025-H1,5,3.26,78,3,No,0
PERF0005962,EMP02981,2025-H2,2,3.65,62,58,No,10
PERF0005963,EMP02982,2025-H1,4,4.61,75,55,No,8
PERF0005964,EMP02982,2025-H2,5,2.87,71,49,No,8
PERF0005965,EMP02983,2025-H1,4,4.64,77,24,No,0
PERF0005966,EMP02983,2025-H2,3,3.4,82,45,No,12
PERF0005967,EMP02984,2025-H1,5,4.13,82,12,Yes,0
PERF0005968,EMP02984,2025-H2,5,4.28,90,44,Yes,12
PERF0005969,EMP02985,2025-H1,3,4.99,62,34,Yes,15
PERF0005970,EMP02985,2025-H2,4,2.84,69,59,Yes,8
PERF0005971,EMP02986,2025-H1,3,4.52,85,15,Yes,8
PERF0005972,EMP02986,2025-H2,2,3.79,63,11,No,0
PERF0005973,EMP02987,2025-H1,5,2.7,62,31,No,8
PERF0005974,EMP02987,2025-H2,2,2.92,73,37,No,0
PERF0005975,EMP02988,2025-H1,2,2.71,88,51,Yes,8
PERF0005976,EMP02988,2025-H2,3,4.36,65,29,No,15
PERF0005977,EMP02989,2025-H1,4,4.29,96,30,No,0
PERF0005978,EMP02989,2025-H2,2,4.77,86,22,No,0
PERF0005979,EMP02990,2025-H1,3,4.76,64,20,Yes,8
PERF0005980,EMP02990,2025-H2,2,4.23,80,28,No,12
PERF0005981,EMP02991,2025-H1,4,3.49,68,54,No,8
PERF0005982,EMP02991,2025-H2,2,4.88,86,52,Yes,12
PERF0005983,EMP02992,2025-H1,3,3.87,95,44,Yes,12
PERF0005984,EMP02992,2025-H2,3,4.23,95,22,No,15
PERF0005985,EMP02993,2025-H1,4,2.66,78,38,Yes,15
PERF0005986,EMP02993,2025-H2,3,2.86,70,5,No,10
PERF0005987,EMP02994,2025-H1,5,2.81,68,41,No,0
PERF0005988,EMP02994,2025-H2,3,3.35,96,12,No,5
PERF0005989,EMP02995,2025-H1,3,4.94,92,58,No,5
PERF0005990,EMP02995,2025-H2,5,3.68,95,4,Yes,8
PERF0005991,EMP02996,2025-H1,4,3.69,93,58,Yes,5
PERF0005992,EMP02996,2025-H2,4,2.63,86,57,Yes,5
PERF0005993,EMP02997,2025-H1,4,4.99,64,19,No,12
PERF0005994,EMP02997,2025-H2,5,3.1,62,17,Yes,0
PERF0005995,EMP02998,2025-H1,3,3.47,94,9,Yes,10
PERF0005996,EMP02998,2025-H2,4,3.54,99,12,Yes,15
PERF0005997,EMP02999,2025-H1,3,3.08,95,36,Yes,12
PERF0005998,EMP02999,2025-H2,2,4.37,64,19,No,5
PERF0005999,EMP03000,2025-H1,4,3.16,94,52,No,0
PERF0006000,EMP03000,2025-H2,5,3.41,97,42,Yes,5
PERF0006001,EMP03001,2025-H1,5,4.3,64,28,Yes,5
PERF0006002,EMP03001,2025-H2,4,2.59,71,52,Yes,10
PERF0006003,EMP03002,2025-H1,2,3.37,67,20,Yes,5
PERF0006004,EMP03002,2025-H2,5,4.04,71,42,No,5
PERF0006005,EMP03003,2025-H1,2,3.64,63,10,Yes,5
PERF0006006,EMP03003,2025-H2,3,2.95,91,53,No,0
PERF0006007,EMP03004,2025-H1,3,3.63,68,18,Yes,12
PERF0006008,EMP03004,2025-H2,5,4.13,96,23,No,8
PERF0006009,EMP03005,2025-H1,2,4.28,60,38,Yes,15
PERF0006010,EMP03005,2025-H2,2,3.2,90,52,No,8
PERF0006011,EMP03006,2025-H1,2,2.55,63,42,Yes,5
PERF0006012,EMP03006,2025-H2,4,2.62,81,53,No,5
PERF0006013,EMP03007,2025-H1,3,4.87,61,19,No,0
PERF0006014,EMP03007,2025-H2,4,2.58,89,21,No,8
PERF0006015,EMP03008,2025-H1,3,4.66,61,55,Yes,5
PERF0006016,EMP03008,2025-H2,4,4.9,78,27,Yes,15
