hiring_id,employee_id,application_date,interview_date,joining_date,source,lead_time_days,status
HIRE0002176,EMP02176,2024-02-17,2024-02-25,2015-12-26,Indeed,-2975,Joined
HIRE0002177,EMP02177,2024-12-05,2024-12-20,2019-11-06,Indeed,-1856,Joined
HIRE0002178,EMP02178,2024-06-20,2024-07-02,2024-02-29,Consultancy,-112,Joined
HIRE0002179,EMP02179,2024-03-21,2024-04-01,2018-08-17,Naukri,-2043,Joined
HIRE0002180,EMP02180,2024-01-22,2024-01-27,2019-02-21,Indeed,-1796,Joined
HIRE0002181,EMP02181,2024-12-11,2024-12-19,2020-05-31,Campus,-1655,Joined
HIRE0002182,EMP02182,2024-12-29,2025-01-05,2022-04-09,Naukri,-995,Joined
HIRE0002183,EMP02183,2024-06-01,2024-06-06,2025-08-18,Campus,443,Joined
HIRE0002184,EMP02184,2025-07-18,2025-08-02,2016-05-20,Employee Referral,-3346,Joined
HIRE0002185,EMP02185,2023-11-13,2023-11-25,2022-06-02,Campus,-529,Joined
HIRE0002186,EMP02186,2023-08-30,2023-09-14,2016-11-19,Naukri,-2475,Joined
HIRE0002187,EMP02187,2025-04-24,2025-04-30,2017-11-29,LinkedIn,-2703,Joined
HIRE0002188,EMP02188,2025-01-29,2025-02-03,2022-03-14,LinkedIn,-1052,Joined
HIRE0002189,EMP02189,2024-04-03,2024-04-16,2025-02-16,Campus,319,Joined
HIRE0002190,EMP02190,2024-02-16,2024-02-21,2025-12-08,LinkedIn,661,Joined
HIRE0002191,EMP02191,2024-07-16,2024-07-26,2025-07-16,LinkedIn,365,Joined
HIRE0002192,EMP02192,2023-09-01,2023-09-15,2018-05-12,Employee Referral,-1938,Joined
HIRE0002193,EMP02193,2025-05-14,2025-05-24,2016-10-13,Consultancy,-3135,Joined
HIRE0002194,EMP02194,2024-10-27,2024-11-11,2021-01-02,Indeed,-1394,Joined
HIRE0002195,EMP02195,2025-04-13,2025-04-28,2016-11-07,Campus,-3079,Joined
HIRE0002196,EMP02196,2025-04-11,2025-04-18,2025-04-04,Naukri,-7,Joined
HIRE0002197,EMP02197,2024-07-11,2024-07-24,2019-09-24,Naukri,-1752,Joined
HIRE0002198,EMP02198,2024-05-23,2024-06-01,2017-01-27,Employee Referral,-2673,Joined
HIRE0002199,EMP02199,2024-01-15,2024-01-21,2017-07-05,Campus,-2385,Joined
HIRE0002200,EMP02200,2024-05-06,2024-05-21,2024-09-29,Naukri,146,Joined
HIRE0002201,EMP02201,2024-09-28,2024-10-12,2022-10-05,Consultancy,-724,Joined
HIRE0002202,EMP02202,2024-06-30,2024-07-11,2022-02-01,LinkedIn,-880,Joined
HIRE0002203,EMP02203,2025-06-13,2025-06-23,2024-04-17,Employee Referral,-422,Joined
HIRE0002204,EMP02204,2024-08-25,2024-09-02,2020-02-10,LinkedIn,-1658,Joined
HIRE0002205,EMP02205,2024-03-26,2024-04-01,2023-02-04,LinkedIn,-416,Joined
HIRE0002206,EMP02206,2023-08-27,2023-09-01,2016-10-16,Naukri,-2506,Joined
HIRE0002207,EMP02207,2023-09-12,2023-09-18,2021-09-14,Indeed,-728,Joined
HIRE0002208,EMP02208,2023-09-03,2023-09-16,2016-05-27,Indeed,-2655,Joined
HIRE0002209,EMP02209,2023-12-29,2024-01-07,2020-08-18,Indeed,-1228,Joined
HIRE0002210,EMP02210,2024-05-27,2024-06-07,2022-08-15,Campus,-651,Joined
HIRE0002211,EMP02211,2024-01-14,2024-01-28,2019-03-31,Campus,-1750,Joined
HIRE0002212,EMP02212,2024-02-02,2024-02-13,2020-11-05,Indeed,-1184,Joined
HIRE0002213,EMP02213,2025-01-06,2025-01-19,2021-07-25,Campus,-1261,Joined
HIRE0002214,EMP02214,2024-12-28,2025-01-09,2025-07-01,Employee Referral,185,Joined
HIRE0002215,EMP02215,2024-01-20,2024-02-01,2021-11-21,Indeed,-790,Joined
HIRE0002216,EMP02216,2025-04-01,2025-04-14,2018-08-12,Naukri,-2424,Joined
HIRE0002217,EMP02217,2024-11-15,2024-11-21,2015-01-05,Employee Referral,-3602,Joined
HIRE0002218,EMP02218,2023-10-13,2023-10-23,2015-02-12,Campus,-3165,Joined
HIRE0002219,EMP02219,2024-11-23,2024-11-30,2018-11-19,Indeed,-2196,Joined
HIRE0002220,EMP02220,2025-07-31,2025-08-07,2015-02-04,Consultancy,-3830,Joined
HIRE0002221,EMP02221,2024-10-06,2024-10-13,2023-11-05,Naukri,-336,Joined
HIRE0002222,EMP02222,2023-08-23,2023-09-05,2018-07-08,Indeed,-1872,Joined
HIRE0002223,EMP02223,2023-10-14,2023-10-29,2021-01-02,LinkedIn,-1015,Joined
HIRE0002224,EMP02224,2024-09-14,2024-09-24,2016-05-12,Consultancy,-3047,Joined
HIRE0002225,EMP02225,2024-09-28,2024-10-10,2015-02-21,Consultancy,-3507,Joined
HIRE0002226,EMP02226,2025-05-13,2025-05-18,2016-06-14,Indeed,-3255,Joined
HIRE0002227,EMP02227,2025-07-08,2025-07-21,2015-04-23,Consultancy,-3729,Joined
HIRE0002228,EMP02228,2023-11-08,2023-11-15,2023-07-30,Campus,-101,Joined
HIRE0002229,EMP02229,2024-10-02,2024-10-13,2021-12-01,LinkedIn,-1036,Joined
HIRE0002230,EMP02230,2023-11-04,2023-11-14,2023-03-27,Naukri,-222,Joined
HIRE0002231,EMP02231,2024-05-04,2024-05-11,2024-04-19,Campus,-15,Joined
HIRE0002232,EMP02232,2023-09-30,2023-10-09,2018-03-19,Employee Referral,-2021,Joined
HIRE0002233,EMP02233,2024-02-06,2024-02-13,2016-12-21,LinkedIn,-2603,Joined
HIRE0002234,EMP02234,2024-12-25,2025-01-08,2018-05-06,Consultancy,-2425,Joined
HIRE0002235,EMP02235,2024-01-11,2024-01-20,2020-05-16,Consultancy,-1335,Joined
HIRE0002236,EMP02236,2024-03-09,2024-03-22,2015-04-26,Indeed,-3240,Joined
HIRE0002237,EMP02237,2023-11-21,2023-11-30,2025-09-04,Employee Referral,653,Joined
HIRE0002238,EMP02238,2025-06-01,2025-06-09,2015-09-21,LinkedIn,-3541,Joined
HIRE0002239,EMP02239,2024-02-13,2024-02-23,2020-10-04,Consultancy,-1227,Joined
HIRE0002240,EMP02240,2023-09-18,2023-10-01,2015-08-07,Campus,-2964,Joined
HIRE0002241,EMP02241,2025-04-25,2025-05-09,2021-09-24,LinkedIn,-1309,Joined
HIRE0002242,EMP02242,2023-11-06,2023-11-18,2020-10-17,LinkedIn,-1115,Joined
HIRE0002243,EMP02243,2024-05-15,2024-05-22,2024-08-29,Consultancy,106,Joined
HIRE0002244,EMP02244,2023-12-31,2024-01-07,2019-09-11,LinkedIn,-1572,Joined
HIRE0002245,EMP02245,2023-10-03,2023-10-13,2015-07-13,Consultancy,-3004,Joined
HIRE0002246,EMP02246,2024-11-29,2024-12-12,2022-10-01,Indeed,-790,Joined
HIRE0002247,EMP02247,2025-06-27,2025-07-07,2020-05-04,Indeed,-1880,Joined
HIRE0002248,EMP02248,2023-11-02,2023-11-12,2024-09-23,Campus,326,Joined
HIRE0002249,EMP02249,2025-07-07,2025-07-22,2022-02-02,Consultancy,-1251,Joined
HIRE0002250,EMP02250,2025-03-13,2025-03-21,2023-04-16,Naukri,-697,Joined
HIRE0002251,EMP02251,2024-01-01,2024-01-12,2021-05-29,Consultancy,-947,Joined
HIRE0002252,EMP02252,2024-06-30,2024-07-10,2015-08-04,Campus,-3253,Joined
HIRE0002253,EMP02253,2023-09-16,2023-09-29,2024-11-21,Campus,432,Joined
HIRE0002254,EMP02254,2024-02-11,2024-02-20,2022-04-19,Employee Referral,-663,Joined
HIRE0002255,EMP02255,2024-03-27,2024-04-07,2020-05-12,Employee Referral,-1415,Joined
HIRE0002256,EMP02256,2025-03-18,2025-04-01,2016-11-30,Campus,-3030,Joined
HIRE0002257,EMP02257,2023-12-05,2023-12-15,2018-07-04,LinkedIn,-1980,Joined
HIRE0002258,EMP02258,2025-02-16,2025-02-23,2022-07-04,Campus,-958,Joined
HIRE0002259,EMP02259,2024-11-25,2024-12-09,2022-06-30,Campus,-879,Joined
HIRE0002260,EMP02260,2024-06-13,2024-06-24,2017-02-27,Indeed,-2663,Joined
HIRE0002261,EMP02261,2024-05-04,2024-05-17,2024-05-28,Indeed,24,Joined
HIRE0002262,EMP02262,2024-12-15,2024-12-29,2018-08-01,Consultancy,-2328,Joined
HIRE0002263,EMP02263,2023-09-14,2023-09-26,2021-07-16,Consultancy,-790,Joined
HIRE0002264,EMP02264,2024-04-06,2024-04-14,2024-05-12,LinkedIn,36,Joined
HIRE0002265,EMP02265,2024-05-13,2024-05-20,2015-01-10,Naukri,-3411,Joined
HIRE0002266,EMP02266,2024-08-22,2024-08-27,2017-11-20,Employee Referral,-2467,Joined
HIRE0002267,EMP02267,2025-06-22,2025-06-28,2018-03-25,Indeed,-2646,Joined
HIRE0002268,EMP02268,2025-07-23,2025-08-02,2017-04-16,Employee Referral,-3020,Joined
HIRE0002269,EMP02269,2023-12-25,2023-12-31,2021-05-20,Naukri,-949,Joined
HIRE0002270,EMP02270,2024-09-09,2024-09-18,2020-02-19,Indeed,-1664,Joined
HIRE0002271,EMP02271,2023-09-07,2023-09-15,2023-04-18,LinkedIn,-142,Joined
HIRE0002272,EMP02272,2025-05-02,2025-05-11,2016-03-12,LinkedIn,-3338,Joined
HIRE0002273,EMP02273,2024-09-28,2024-10-11,2020-11-14,Naukri,-1414,Joined
HIRE0002274,EMP02274,2024-02-01,2024-02-14,2018-10-19,Employee Referral,-1931,Joined
HIRE0002275,EMP02275,2025-03-20,2025-03-27,2018-03-09,Indeed,-2568,Joined
HIRE0002276,EMP02276,2024-11-09,2024-11-16,2018-10-04,Campus,-2228,Joined
HIRE0002277,EMP02277,2024-08-19,2024-08-26,2023-12-02,Employee Referral,-261,Joined
HIRE0002278,EMP02278,2023-10-27,2023-11-02,2016-06-16,Consultancy,-2689,Joined
HIRE0002279,EMP02279,2023-12-14,2023-12-22,2023-11-09,LinkedIn,-35,Joined
HIRE0002280,EMP02280,2024-06-05,2024-06-16,2015-03-19,Consultancy,-3366,Joined
HIRE0002281,EMP02281,2025-01-16,2025-01-31,2023-07-07,Naukri,-559,Joined
HIRE0002282,EMP02282,2025-06-09,2025-06-19,2019-05-06,Consultancy,-2226,Joined
HIRE0002283,EMP02283,2025-05-17,2025-05-28,2021-09-03,Campus,-1352,Joined
HIRE0002284,EMP02284,2024-06-03,2024-06-10,2017-06-29,Indeed,-2531,Joined
HIRE0002285,EMP02285,2024-12-20,2024-12-27,2024-09-18,Naukri,-93,Joined
HIRE0002286,EMP02286,2024-09-13,2024-09-18,2018-07-06,Employee Referral,-2261,Joined
HIRE0002287,EMP02287,2024-10-16,2024-10-24,2018-01-21,Employee Referral,-2460,Joined
HIRE0002288,EMP02288,2025-07-02,2025-07-12,2017-11-05,Employee Referral,-2796,Joined
HIRE0002289,EMP02289,2024-04-18,2024-05-02,2020-05-20,Employee Referral,-1429,Joined
HIRE0002290,EMP02290,2023-10-04,2023-10-18,2020-04-13,Indeed,-1269,Joined
HIRE0002291,EMP02291,2023-09-24,2023-10-05,2019-06-20,Campus,-1557,Joined
HIRE0002292,EMP02292,2024-06-26,2024-07-08,2022-05-15,Naukri,-773,Joined
HIRE0002293,EMP02293,2025-04-07,2025-04-12,2025-09-28,Naukri,174,Joined
HIRE0002294,EMP02294,2023-10-04,2023-10-09,2019-09-23,Campus,-1472,Joined
HIRE0002295,EMP02295,2025-04-03,2025-04-10,2017-05-30,Campus,-2865,Joined
HIRE0002296,EMP02296,2024-05-24,2024-05-31,2022-03-18,Indeed,-798,Joined
HIRE0002297,EMP02297,2025-01-15,2025-01-24,2024-12-05,Naukri,-41,Joined
HIRE0002298,EMP02298,2024-10-30,2024-11-11,2020-11-27,Consultancy,-1433,Joined
HIRE0002299,EMP02299,2024-11-17,2024-12-01,2019-09-28,Consultancy,-1877,Joined
HIRE0002300,EMP02300,2024-07-14,2024-07-26,2015-08-13,Employee Referral,-3258,Joined
HIRE0002301,EMP02301,2024-05-12,2024-05-27,2021-03-10,LinkedIn,-1159,Joined
HIRE0002302,EMP02302,2024-03-10,2024-03-22,2016-06-09,Consultancy,-2831,Joined
HIRE0002303,EMP02303,2025-08-01,2025-08-14,2021-01-09,Employee Referral,-1665,Joined
HIRE0002304,EMP02304,2024-10-15,2024-10-21,2015-11-09,Campus,-3263,Joined
HIRE0002305,EMP02305,2025-03-20,2025-04-02,2017-05-10,Indeed,-2871,Joined
HIRE0002306,EMP02306,2024-04-19,2024-04-26,2021-06-22,Indeed,-1032,Joined
HIRE0002307,EMP02307,2024-06-14,2024-06-22,2021-01-12,Consultancy,-1249,Joined
HIRE0002308,EMP02308,2024-09-10,2024-09-21,2017-11-23,Consultancy,-2483,Joined
HIRE0002309,EMP02309,2024-08-06,2024-08-19,2020-03-12,Employee Referral,-1608,Joined
HIRE0002310,EMP02310,2025-02-12,2025-02-24,2016-01-07,Employee Referral,-3324,Joined
HIRE0002311,EMP02311,2024-06-10,2024-06-20,2018-08-06,Naukri,-2135,Joined
HIRE0002312,EMP02312,2025-04-28,2025-05-11,2021-11-30,Employee Referral,-1245,Joined
HIRE0002313,EMP02313,2024-10-11,2024-10-25,2023-05-28,LinkedIn,-502,Joined
HIRE0002314,EMP02314,2023-09-26,2023-10-07,2016-09-17,Naukri,-2565,Joined
HIRE0002315,EMP02315,2023-08-28,2023-09-07,2019-04-08,Consultancy,-1603,Joined
HIRE0002316,EMP02316,2024-11-07,2024-11-15,2021-01-02,Campus,-1405,Joined
HIRE0002317,EMP02317,2023-09-09,2023-09-18,2022-04-17,Naukri,-510,Joined
HIRE0002318,EMP02318,2025-07-16,2025-07-23,2015-01-16,Campus,-3834,Joined
HIRE0002319,EMP02319,2023-11-11,2023-11-17,2022-11-21,Campus,-355,Joined
HIRE0002320,EMP02320,2024-01-15,2024-01-28,2017-02-22,LinkedIn,-2518,Joined
HIRE0002321,EMP02321,2025-05-10,2025-05-20,2022-08-04,Employee Referral,-1010,Joined
HIRE0002322,EMP02322,2023-08-25,2023-09-06,2023-11-16,Campus,83,Joined
HIRE0002323,EMP02323,2023-11-22,2023-12-05,2023-01-19,Indeed,-307,Joined
HIRE0002324,EMP02324,2023-09-01,2023-09-07,2018-09-10,Campus,-1817,Joined
HIRE0002325,EMP02325,2024-04-30,2024-05-09,2017-04-23,Naukri,-2564,Joined
HIRE0002326,EMP02326,2025-03-31,2025-04-10,2019-04-15,Campus,-2177,Joined
HIRE0002327,EMP02327,2025-07-17,2025-07-23,2016-05-11,LinkedIn,-3354,Joined
HIRE0002328,EMP02328,2024-06-11,2024-06-17,2020-02-26,Indeed,-1567,Joined
HIRE0002329,EMP02329,2024-09-06,2024-09-13,2017-05-30,Naukri,-2656,Joined
HIRE0002330,EMP02330,2024-04-07,2024-04-16,2020-09-22,LinkedIn,-1293,Joined
HIRE0002331,EMP02331,2024-01-22,2024-02-03,2020-11-22,Indeed,-1156,Joined
HIRE0002332,EMP02332,2024-07-01,2024-07-07,2020-10-07,Employee Referral,-1363,Joined
HIRE0002333,EMP02333,2024-01-31,2024-02-12,2018-08-19,Indeed,-1991,Joined
HIRE0002334,EMP02334,2023-12-03,2023-12-13,2022-02-18,Campus,-653,Joined
HIRE0002335,EMP02335,2024-05-04,2024-05-11,2015-12-23,Employee Referral,-3055,Joined
HIRE0002336,EMP02336,2023-12-02,2023-12-11,2021-12-02,Naukri,-730,Joined
HIRE0002337,EMP02337,2024-12-29,2025-01-06,2019-01-07,Naukri,-2183,Joined
HIRE0002338,EMP02338,2025-06-24,2025-07-07,2015-07-24,Employee Referral,-3623,Joined
HIRE0002339,EMP02339,2024-01-20,2024-02-01,2020-05-01,LinkedIn,-1359,Joined
HIRE0002340,EMP02340,2024-02-27,2024-03-03,2019-04-12,Campus,-1782,Joined
HIRE0002341,EMP02341,2024-10-31,2024-11-11,2015-02-03,Employee Referral,-3558,Joined
HIRE0002342,EMP02342,2025-05-24,2025-05-29,2023-05-18,Campus,-737,Joined
HIRE0002343,EMP02343,2024-09-06,2024-09-18,2021-11-24,Campus,-1017,Joined
HIRE0002344,EMP02344,2025-02-22,2025-03-05,2025-05-17,LinkedIn,84,Joined
HIRE0002345,EMP02345,2023-12-22,2023-12-27,2020-08-15,Employee Referral,-1224,Joined
HIRE0002346,EMP02346,2024-02-12,2024-02-26,2018-10-25,Employee Referral,-1936,Joined
HIRE0002347,EMP02347,2024-03-06,2024-03-18,2020-05-10,Indeed,-1396,Joined
HIRE0002348,EMP02348,2023-10-09,2023-10-19,2023-10-06,Employee Referral,-3,Joined
HIRE0002349,EMP02349,2024-12-19,2024-12-28,2022-08-07,Indeed,-865,Joined
HIRE0002350,EMP02350,2025-01-21,2025-01-28,2021-01-26,Naukri,-1456,Joined
HIRE0002351,EMP02351,2023-12-30,2024-01-11,2019-04-03,Indeed,-1732,Joined
HIRE0002352,EMP02352,2024-04-13,2024-04-27,2023-08-03,Naukri,-254,Joined
HIRE0002353,EMP02353,2024-01-12,2024-01-25,2021-11-13,Consultancy,-790,Joined
HIRE0002354,EMP02354,2025-05-29,2025-06-11,2016-05-26,LinkedIn,-3290,Joined
HIRE0002355,EMP02355,2024-10-07,2024-10-13,2022-06-09,LinkedIn,-851,Joined
HIRE0002356,EMP02356,2025-04-03,2025-04-10,2018-11-04,LinkedIn,-2342,Joined
HIRE0002357,EMP02357,2025-05-15,2025-05-22,2017-08-31,Indeed,-2814,Joined
HIRE0002358,EMP02358,2023-08-11,2023-08-17,2020-06-21,Employee Referral,-1146,Joined
HIRE0002359,EMP02359,2023-12-28,2024-01-04,2017-09-03,Naukri,-2307,Joined
HIRE0002360,EMP02360,2024-06-18,2024-06-28,2023-01-13,Consultancy,-522,Joined
HIRE0002361,EMP02361,2024-01-20,2024-02-03,2020-10-23,LinkedIn,-1184,Joined
HIRE0002362,EMP02362,2024-12-10,2024-12-19,2015-03-21,Consultancy,-3552,Joined
HIRE0002363,EMP02363,2025-05-03,2025-05-16,2015-05-17,LinkedIn,-3639,Joined
HIRE0002364,EMP02364,2025-01-14,2025-01-29,2023-05-27,Campus,-598,Joined
HIRE0002365,EMP02365,2024-11-20,2024-11-27,2019-10-21,Employee Referral,-1857,Joined
HIRE0002366,EMP02366,2024-10-26,2024-11-05,2021-01-14,Campus,-1381,Joined
HIRE0002367,EMP02367,2024-06-27,2024-07-06,2020-04-01,Indeed,-1548,Joined
HIRE0002368,EMP02368,2024-12-22,2025-01-03,2023-08-15,Indeed,-495,Joined
HIRE0002369,EMP02369,2023-10-30,2023-11-08,2019-02-03,Indeed,-1730,Joined
HIRE0002370,EMP02370,2025-02-23,2025-03-01,2021-08-18,Employee Referral,-1285,Joined
HIRE0002371,EMP02371,2025-02-26,2025-03-13,2023-12-08,Consultancy,-446,Joined
HIRE0002372,EMP02372,2024-04-10,2024-04-18,2018-09-26,Consultancy,-2023,Joined
HIRE0002373,EMP02373,2024-08-04,2024-08-09,2019-03-16,Consultancy,-1968,Joined
HIRE0002374,EMP02374,2024-09-13,2024-09-18,2020-09-24,Naukri,-1450,Joined
HIRE0002375,EMP02375,2025-04-11,2025-04-26,2018-05-17,Employee Referral,-2521,Joined
HIRE0002376,EMP02376,2024-09-26,2024-10-01,2020-11-09,Employee Referral,-1417,Joined
HIRE0002377,EMP02377,2025-06-03,2025-06-10,2015-02-16,Naukri,-3760,Joined
HIRE0002378,EMP02378,2024-07-07,2024-07-22,2022-06-02,Campus,-766,Joined
HIRE0002379,EMP02379,2025-01-09,2025-01-21,2020-05-31,LinkedIn,-1684,Joined
HIRE0002380,EMP02380,2024-03-19,2024-03-26,2020-08-14,Campus,-1313,Joined
HIRE0002381,EMP02381,2024-02-29,2024-03-15,2019-10-25,Indeed,-1588,Joined
HIRE0002382,EMP02382,2024-10-22,2024-11-04,2023-10-19,LinkedIn,-369,Joined
HIRE0002383,EMP02383,2023-11-09,2023-11-22,2022-06-04,Naukri,-523,Joined
HIRE0002384,EMP02384,2024-09-01,2024-09-06,2019-05-22,Naukri,-1929,Joined
HIRE0002385,EMP02385,2023-11-17,2023-11-29,2016-07-21,Naukri,-2675,Joined
HIRE0002386,EMP02386,2024-10-17,2024-10-31,2023-11-21,Campus,-331,Joined
HIRE0002387,EMP02387,2025-01-31,2025-02-06,2019-07-31,Naukri,-2011,Joined
HIRE0002388,EMP02388,2023-10-26,2023-11-01,2015-04-17,Employee Referral,-3114,Joined
HIRE0002389,EMP02389,2024-06-08,2024-06-13,2020-10-03,Naukri,-1344,Joined
HIRE0002390,EMP02390,2024-06-09,2024-06-18,2024-08-11,LinkedIn,63,Joined
HIRE0002391,EMP02391,2023-11-29,2023-12-07,2016-06-14,Campus,-2724,Joined
HIRE0002392,EMP02392,2025-01-06,2025-01-13,2021-04-07,Campus,-1370,Joined
HIRE0002393,EMP02393,2025-04-28,2025-05-10,2018-06-24,Employee Referral,-2500,Joined
HIRE0002394,EMP02394,2024-05-03,2024-05-17,2017-12-18,Campus,-2328,Joined
HIRE0002395,EMP02395,2024-04-09,2024-04-22,2024-08-18,LinkedIn,131,Joined
HIRE0002396,EMP02396,2023-12-04,2023-12-17,2018-03-31,Consultancy,-2074,Joined
HIRE0002397,EMP02397,2023-09-25,2023-10-05,2016-03-16,Naukri,-2749,Joined
HIRE0002398,EMP02398,2024-01-07,2024-01-12,2020-09-27,Employee Referral,-1197,Joined
HIRE0002399,EMP02399,2024-07-28,2024-08-12,2017-04-12,Naukri,-2664,Joined
HIRE0002400,EMP02400,2025-01-31,2025-02-15,2023-02-11,Naukri,-720,Joined
HIRE0002401,EMP02401,2024-08-16,2024-08-31,2022-01-03,Campus,-956,Joined
HIRE0002402,EMP02402,2024-07-16,2024-07-31,2020-04-02,Campus,-1566,Joined
HIRE0002403,EMP02403,2025-03-31,2025-04-15,2017-02-06,Consultancy,-2975,Joined
HIRE0002404,EMP02404,2025-03-20,2025-03-27,2023-11-01,LinkedIn,-505,Joined
HIRE0002405,EMP02405,2025-02-06,2025-02-19,2024-07-06,Naukri,-215,Joined
HIRE0002406,EMP02406,2024-06-08,2024-06-17,2024-11-13,LinkedIn,158,Joined
HIRE0002407,EMP02407,2023-12-02,2023-12-15,2023-10-23,Naukri,-40,Joined
HIRE0002408,EMP02408,2024-06-28,2024-07-08,2022-01-31,Naukri,-879,Joined
HIRE0002409,EMP02409,2025-07-04,2025-07-12,2023-07-11,LinkedIn,-724,Joined
HIRE0002410,EMP02410,2023-12-28,2024-01-04,2017-07-25,Consultancy,-2347,Joined
HIRE0002411,EMP02411,2025-06-15,2025-06-23,2019-07-02,Indeed,-2175,Joined
HIRE0002412,EMP02412,2024-07-01,2024-07-11,2024-04-07,LinkedIn,-85,Joined
HIRE0002413,EMP02413,2024-02-01,2024-02-07,2018-05-15,Campus,-2088,Joined
HIRE0002414,EMP02414,2023-08-12,2023-08-17,2020-11-28,Employee Referral,-987,Joined
HIRE0002415,EMP02415,2024-10-08,2024-10-13,2018-05-03,LinkedIn,-2350,Joined
HIRE0002416,EMP02416,2024-01-19,2024-01-31,2019-08-28,Indeed,-1605,Joined
HIRE0002417,EMP02417,2024-08-11,2024-08-21,2015-07-28,LinkedIn,-3302,Joined
HIRE0002418,EMP02418,2023-12-07,2023-12-19,2025-09-05,Employee Referral,638,Joined
HIRE0002419,EMP02419,2024-11-19,2024-12-02,2017-11-29,Consultancy,-2547,Joined
HIRE0002420,EMP02420,2024-12-15,2024-12-23,2022-11-22,LinkedIn,-754,Joined
HIRE0002421,EMP02421,2023-08-10,2023-08-16,2016-06-25,Consultancy,-2602,Joined
HIRE0002422,EMP02422,2025-04-01,2025-04-16,2017-09-02,Consultancy,-2768,Joined
HIRE0002423,EMP02423,2023-10-04,2023-10-14,2025-03-14,Employee Referral,527,Joined
HIRE0002424,EMP02424,2024-06-01,2024-06-10,2018-03-02,Campus,-2283,Joined
HIRE0002425,EMP02425,2025-02-07,2025-02-22,2017-09-02,Consultancy,-2715,Joined
HIRE0002426,EMP02426,2024-08-12,2024-08-26,2020-01-16,Indeed,-1670,Joined
HIRE0002427,EMP02427,2024-07-31,2024-08-15,2024-11-27,Consultancy,119,Joined
HIRE0002428,EMP02428,2025-05-22,2025-05-29,2023-06-10,Campus,-712,Joined
HIRE0002429,EMP02429,2024-03-13,2024-03-26,2018-04-30,Indeed,-2144,Joined
HIRE0002430,EMP02430,2025-04-13,2025-04-28,2018-12-22,Indeed,-2304,Joined
HIRE0002431,EMP02431,2025-05-25,2025-06-04,2016-09-21,Indeed,-3168,Joined
HIRE0002432,EMP02432,2023-11-27,2023-12-02,2022-08-12,Employee Referral,-472,Joined
HIRE0002433,EMP02433,2024-02-14,2024-02-29,2020-07-05,Naukri,-1319,Joined
HIRE0002434,EMP02434,2023-11-13,2023-11-27,2025-12-23,Employee Referral,771,Joined
HIRE0002435,EMP02435,2023-11-04,2023-11-18,2019-09-06,LinkedIn,-1520,Joined
HIRE0002436,EMP02436,2023-12-13,2023-12-22,2018-05-18,LinkedIn,-2035,Joined
HIRE0002437,EMP02437,2024-12-19,2025-01-02,2018-05-16,Indeed,-2409,Joined
HIRE0002438,EMP02438,2023-08-06,2023-08-12,2017-11-30,Employee Referral,-2075,Joined
HIRE0002439,EMP02439,2024-02-09,2024-02-14,2019-11-09,Campus,-1553,Joined
HIRE0002440,EMP02440,2024-02-26,2024-03-05,2024-07-28,Campus,153,Joined
HIRE0002441,EMP02441,2024-03-10,2024-03-16,2024-04-11,Naukri,32,Joined
HIRE0002442,EMP02442,2025-06-13,2025-06-21,2017-01-10,Employee Referral,-3076,Joined
HIRE0002443,EMP02443,2024-05-09,2024-05-16,2023-01-05,Naukri,-490,Joined
HIRE0002444,EMP02444,2024-03-01,2024-03-15,2016-06-24,LinkedIn,-2807,Joined
HIRE0002445,EMP02445,2024-12-29,2025-01-05,2022-10-31,Naukri,-790,Joined
HIRE0002446,EMP02446,2024-01-03,2024-01-14,2024-02-13,Naukri,41,Joined
HIRE0002447,EMP02447,2023-10-01,2023-10-15,2018-12-01,Employee Referral,-1765,Joined
HIRE0002448,EMP02448,2024-02-22,2024-03-07,2023-06-26,Campus,-241,Joined
HIRE0002449,EMP02449,2024-09-19,2024-09-29,2015-03-13,Consultancy,-3478,Joined
HIRE0002450,EMP02450,2024-03-24,2024-04-05,2019-11-21,Employee Referral,-1585,Joined
HIRE0002451,EMP02451,2024-08-05,2024-08-14,2019-12-30,Consultancy,-1680,Joined
HIRE0002452,EMP02452,2025-07-02,2025-07-16,2023-08-01,Campus,-701,Joined
HIRE0002453,EMP02453,2024-11-27,2024-12-10,2016-04-14,Campus,-3149,Joined
HIRE0002454,EMP02454,2023-11-04,2023-11-17,2025-06-10,Consultancy,584,Joined
HIRE0002455,EMP02455,2024-06-27,2024-07-07,2015-05-21,Consultancy,-3325,Joined
HIRE0002456,EMP02456,2024-12-05,2024-12-17,2017-05-13,Consultancy,-2763,Joined
HIRE0002457,EMP02457,2025-07-16,2025-07-22,2023-07-11,Employee Referral,-736,Joined
HIRE0002458,EMP02458,2024-10-30,2024-11-14,2019-05-07,LinkedIn,-2003,Joined
HIRE0002459,EMP02459,2023-11-29,2023-12-07,2020-07-05,Employee Referral,-1242,Joined
HIRE0002460,EMP02460,2025-06-18,2025-06-26,2025-05-21,Naukri,-28,Joined
HIRE0002461,EMP02461,2023-09-29,2023-10-11,2020-12-07,Naukri,-1026,Joined
HIRE0002462,EMP02462,2024-09-21,2024-09-26,2020-07-21,LinkedIn,-1523,Joined
HIRE0002463,EMP02463,2025-02-02,2025-02-07,2024-07-22,Employee Referral,-195,Joined
HIRE0002464,EMP02464,2024-11-25,2024-12-06,2021-08-13,Employee Referral,-1200,Joined
