attrition_id,employee_id,department,tenure_years,performance_status,attrition_risk,risk_score,exit_status
ATTR0002615,EMP02615,IT,0,Average,Medium,70,Active
ATTR0002616,EMP02616,Finance,8,Poor,High,75,Active
ATTR0002617,EMP02617,Finance,5,Good,High,81,Active
ATTR0002618,EMP02618,Sales,1,Good,High,94,Active
ATTR0002619,EMP02619,Operations,4,Excellent,High,94,Active
ATTR0002620,EMP02620,Marketing,2,Excellent,Medium,62,Active
ATTR0002621,EMP02621,Finance,0,Good,High,80,Active
ATTR0002622,EMP02622,Finance,9,Excellent,Medium,72,Active
ATTR0002623,EMP02623,Operations,8,Excellent,Low,48,Active
ATTR0002624,EMP02624,Marketing,4,Average,Low,42,Active
ATTR0002625,EMP02625,HR,10,Excellent,Low,34,Active
ATTR0002626,EMP02626,Marketing,1,Average,Low,21,Active
ATTR0002627,EMP02627,Sales,7,Poor,High,89,Resigned
ATTR0002628,EMP02628,Sales,4,Poor,High,92,Active
ATTR0002629,EMP02629,Finance,11,Excellent,Low,32,Active
ATTR0002630,EMP02630,IT,8,Poor,High,79,Active
ATTR0002631,EMP02631,Operations,1,Poor,Medium,50,Resigned
ATTR0002632,EMP02632,Finance,8,Average,Low,21,Active
ATTR0002633,EMP02633,Finance,4,Average,Low,28,Active
ATTR0002634,EMP02634,HR,1,Good,Medium,53,Resigned
ATTR0002635,EMP02635,Operations,8,Average,Medium,52,Active
ATTR0002636,EMP02636,Marketing,6,Good,Low,29,Active
ATTR0002637,EMP02637,Finance,7,Excellent,High,76,Active
ATTR0002638,EMP02638,Marketing,2,Average,Low,21,Resigned
ATTR0002639,EMP02639,IT,6,Good,High,97,Active
ATTR0002640,EMP02640,HR,3,Average,Low,37,Active
ATTR0002641,EMP02641,Operations,5,Good,Low,32,Active
ATTR0002642,EMP02642,Marketing,5,Excellent,High,79,Resigned
ATTR0002643,EMP02643,HR,6,Average,High,83,Resigned
ATTR0002644,EMP02644,Operations,1,Excellent,Medium,60,Active
ATTR0002645,EMP02645,Operations,8,Poor,Medium,71,Active
ATTR0002646,EMP02646,Marketing,8,Average,Medium,52,Active
ATTR0002647,EMP02647,IT,9,Average,Low,28,Active
ATTR0002648,EMP02648,Operations,2,Excellent,Medium,67,Active
ATTR0002649,EMP02649,Finance,11,Poor,High,80,Resigned
ATTR0002650,EMP02650,Sales,3,Poor,Medium,54,Active
ATTR0002651,EMP02651,IT,4,Average,High,84,Active
ATTR0002652,EMP02652,Marketing,1,Excellent,Low,34,Active
ATTR0002653,EMP02653,Sales,5,Poor,High,76,Active
ATTR0002654,EMP02654,IT,4,Good,Medium,71,Active
ATTR0002655,EMP02655,Sales,3,Excellent,High,81,Active
ATTR0002656,EMP02656,Sales,8,Excellent,Low,40,Resigned
ATTR0002657,EMP02657,HR,7,Excellent,Low,22,Active
ATTR0002658,EMP02658,Sales,6,Good,Low,27,Active
ATTR0002659,EMP02659,IT,2,Poor,Low,30,Active
ATTR0002660,EMP02660,Finance,10,Average,Medium,56,Active
ATTR0002661,EMP02661,Finance,7,Average,Low,36,Active
ATTR0002662,EMP02662,HR,1,Excellent,Low,20,Active
ATTR0002663,EMP02663,Finance,5,Excellent,Medium,56,Active
ATTR0002664,EMP02664,HR,0,Good,High,85,Active
ATTR0002665,EMP02665,Operations,1,Good,Medium,68,Active
ATTR0002666,EMP02666,Operations,11,Excellent,Medium,64,Active
ATTR0002667,EMP02667,IT,1,Excellent,Low,38,Active
ATTR0002668,EMP02668,Sales,2,Good,Medium,55,Active
ATTR0002669,EMP02669,Finance,5,Poor,Medium,56,Active
ATTR0002670,EMP02670,IT,11,Poor,Low,30,Active
ATTR0002671,EMP02671,Finance,4,Excellent,High,83,Active
ATTR0002672,EMP02672,Operations,1,Good,Low,24,Active
ATTR0002673,EMP02673,Operations,3,Good,High,99,Resigned
ATTR0002674,EMP02674,IT,8,Poor,Medium,65,Active
ATTR0002675,EMP02675,Sales,9,Excellent,Medium,54,Active
ATTR0002676,EMP02676,Finance,6,Excellent,Low,21,Resigned
ATTR0002677,EMP02677,Sales,5,Poor,Low,25,Active
ATTR0002678,EMP02678,Finance,10,Average,Medium,59,Active
ATTR0002679,EMP02679,Finance,2,Average,High,81,Resigned
ATTR0002680,EMP02680,Operations,5,Poor,Medium,53,Active
ATTR0002681,EMP02681,IT,1,Good,Low,39,Active
ATTR0002682,EMP02682,Operations,7,Poor,Medium,59,Active
ATTR0002683,EMP02683,Sales,10,Average,Medium,51,Active
ATTR0002684,EMP02684,Operations,2,Poor,Low,40,Resigned
ATTR0002685,EMP02685,Marketing,2,Good,High,99,Active
ATTR0002686,EMP02686,Operations,3,Poor,High,98,Active
ATTR0002687,EMP02687,Operations,8,Average,Low,23,Active
ATTR0002688,EMP02688,Marketing,2,Good,Medium,66,Active
ATTR0002689,EMP02689,Finance,8,Average,Low,30,Active
ATTR0002690,EMP02690,Finance,0,Good,Medium,65,Active
ATTR0002691,EMP02691,IT,3,Good,Low,40,Active
ATTR0002692,EMP02692,HR,10,Good,Medium,74,Active
ATTR0002693,EMP02693,HR,1,Excellent,Low,43,Active
ATTR0002694,EMP02694,HR,7,Poor,Low,31,Active
ATTR0002695,EMP02695,HR,11,Average,Medium,50,Active
ATTR0002696,EMP02696,Operations,9,Poor,Low,38,Active
ATTR0002697,EMP02697,IT,4,Good,Medium,72,Active
ATTR0002698,EMP02698,Operations,1,Poor,Low,30,Active
ATTR0002699,EMP02699,Operations,8,Excellent,High,91,Active
ATTR0002700,EMP02700,HR,3,Poor,Low,24,Active
ATTR0002701,EMP02701,HR,5,Good,Low,48,Active
ATTR0002702,EMP02702,IT,7,Average,Medium,71,Active
ATTR0002703,EMP02703,Operations,3,Excellent,High,77,Active
ATTR0002704,EMP02704,Sales,8,Excellent,Low,22,Active
ATTR0002705,EMP02705,HR,11,Excellent,Low,38,Active
ATTR0002706,EMP02706,Sales,3,Good,Medium,71,Resigned
ATTR0002707,EMP02707,Marketing,9,Poor,Medium,64,Active
ATTR0002708,EMP02708,Sales,5,Poor,Medium,62,Resigned
ATTR0002709,EMP02709,HR,7,Good,High,84,Resigned
ATTR0002710,EMP02710,Marketing,1,Good,High,89,Active
ATTR0002711,EMP02711,IT,4,Excellent,Low,34,Active
ATTR0002712,EMP02712,Marketing,6,Excellent,High,88,Active
ATTR0002713,EMP02713,Marketing,10,Poor,High,95,Active
ATTR0002714,EMP02714,Finance,8,Excellent,Medium,60,Resigned
ATTR0002715,EMP02715,HR,0,Average,Medium,71,Active
ATTR0002716,EMP02716,HR,5,Good,High,99,Resigned
ATTR0002717,EMP02717,Finance,2,Good,Low,38,Active
ATTR0002718,EMP02718,HR,9,Poor,Medium,66,Active
ATTR0002719,EMP02719,HR,2,Average,Low,44,Active
ATTR0002720,EMP02720,HR,11,Poor,Low,42,Active
ATTR0002721,EMP02721,IT,6,Poor,Medium,66,Active
ATTR0002722,EMP02722,Marketing,1,Average,Medium,50,Resigned
ATTR0002723,EMP02723,Operations,5,Excellent,Medium,74,Active
ATTR0002724,EMP02724,Marketing,8,Poor,High,96,Active
ATTR0002725,EMP02725,Finance,8,Average,Medium,72,Active
ATTR0002726,EMP02726,Finance,9,Poor,Low,28,Active
ATTR0002727,EMP02727,Marketing,8,Excellent,High,86,Active
ATTR0002728,EMP02728,Operations,2,Good,Low,47,Active
ATTR0002729,EMP02729,Operations,11,Poor,High,75,Active
ATTR0002730,EMP02730,IT,6,Average,High,80,Active
ATTR0002731,EMP02731,Finance,5,Average,Low,35,Active
ATTR0002732,EMP02732,Operations,9,Average,Low,26,Resigned
ATTR0002733,EMP02733,Operations,11,Excellent,High,94,Active
ATTR0002734,EMP02734,Marketing,10,Poor,Low,43,Resigned
ATTR0002735,EMP02735,HR,10,Good,Medium,51,Active
ATTR0002736,EMP02736,Finance,4,Poor,Low,36,Active
ATTR0002737,EMP02737,IT,5,Excellent,High,89,Active
ATTR0002738,EMP02738,IT,5,Good,High,82,Active
ATTR0002739,EMP02739,Sales,4,Average,Low,41,Active
ATTR0002740,EMP02740,Sales,2,Excellent,Low,33,Active
ATTR0002741,EMP02741,Marketing,4,Average,High,87,Active
ATTR0002742,EMP02742,HR,8,Excellent,High,100,Active
ATTR0002743,EMP02743,Operations,3,Good,Low,48,Active
ATTR0002744,EMP02744,Finance,0,Poor,High,98,Resigned
ATTR0002745,EMP02745,IT,1,Good,Low,21,Active
ATTR0002746,EMP02746,HR,11,Good,High,82,Active
ATTR0002747,EMP02747,Sales,7,Poor,Low,44,Resigned
ATTR0002748,EMP02748,IT,9,Excellent,High,84,Active
ATTR0002749,EMP02749,IT,11,Poor,Low,30,Active
ATTR0002750,EMP02750,HR,2,Average,High,99,Active
ATTR0002751,EMP02751,Marketing,7,Excellent,Medium,54,Active
ATTR0002752,EMP02752,Marketing,1,Poor,Low,25,Resigned
ATTR0002753,EMP02753,Finance,9,Poor,High,80,Active
ATTR0002754,EMP02754,IT,1,Average,High,80,Active
ATTR0002755,EMP02755,Marketing,3,Good,Medium,61,Active
ATTR0002756,EMP02756,Sales,6,Poor,Medium,71,Active
ATTR0002757,EMP02757,HR,4,Average,Medium,50,Active
ATTR0002758,EMP02758,Marketing,0,Average,High,77,Active
ATTR0002759,EMP02759,Operations,5,Good,Low,43,Active
ATTR0002760,EMP02760,IT,3,Average,Low,36,Active
ATTR0002761,EMP02761,Sales,4,Good,High,89,Active
ATTR0002762,EMP02762,IT,10,Poor,Medium,55,Active
ATTR0002763,EMP02763,Sales,2,Poor,Medium,64,Active
ATTR0002764,EMP02764,Marketing,10,Good,Low,49,Resigned
ATTR0002765,EMP02765,Sales,4,Good,High,100,Active
ATTR0002766,EMP02766,Operations,3,Average,High,96,Active
ATTR0002767,EMP02767,HR,1,Poor,Medium,57,Resigned
ATTR0002768,EMP02768,Sales,10,Average,Low,46,Active
ATTR0002769,EMP02769,IT,5,Excellent,Medium,68,Active
ATTR0002770,EMP02770,Operations,6,Excellent,Low,35,Resigned
ATTR0002771,EMP02771,IT,11,Good,High,96,Active
ATTR0002772,EMP02772,Marketing,1,Good,Medium,57,Active
ATTR0002773,EMP02773,HR,9,Average,High,77,Resigned
ATTR0002774,EMP02774,Sales,0,Good,Medium,54,Active
ATTR0002775,EMP02775,Marketing,7,Excellent,High,77,Active
ATTR0002776,EMP02776,IT,10,Excellent,Low,32,Active
ATTR0002777,EMP02777,Finance,7,Poor,Medium,60,Active
ATTR0002778,EMP02778,Finance,1,Good,High,90,Active
ATTR0002779,EMP02779,Sales,5,Poor,High,81,Active
ATTR0002780,EMP02780,Sales,5,Good,Low,44,Active
ATTR0002781,EMP02781,Marketing,4,Excellent,Low,30,Active
ATTR0002782,EMP02782,IT,1,Poor,Low,23,Active
ATTR0002783,EMP02783,Sales,9,Average,High,91,Active
ATTR0002784,EMP02784,Sales,2,Poor,Low,47,Resigned
ATTR0002785,EMP02785,Operations,5,Good,Low,36,Active
ATTR0002786,EMP02786,Sales,4,Average,High,84,Active
ATTR0002787,EMP02787,Marketing,7,Good,High,95,Active
ATTR0002788,EMP02788,Operations,1,Good,Low,27,Active
ATTR0002789,EMP02789,IT,4,Poor,High,79,Active
ATTR0002790,EMP02790,IT,10,Average,High,89,Resigned
ATTR0002791,EMP02791,Finance,6,Good,Medium,58,Active
ATTR0002792,EMP02792,Finance,3,Excellent,High,78,Active
ATTR0002793,EMP02793,Operations,5,Good,Medium,69,Resigned
ATTR0002794,EMP02794,Operations,8,Good,Low,29,Active
ATTR0002795,EMP02795,Finance,3,Poor,Medium,51,Resigned
ATTR0002796,EMP02796,Finance,2,Poor,Medium,62,Active
ATTR0002797,EMP02797,HR,5,Good,Low,41,Active
ATTR0002798,EMP02798,Sales,9,Average,Low,27,Active
ATTR0002799,EMP02799,Finance,11,Good,Medium,69,Active
ATTR0002800,EMP02800,Finance,9,Average,Low,33,Active
ATTR0002801,EMP02801,Marketing,9,Excellent,Low,41,Active
ATTR0002802,EMP02802,Operations,9,Excellent,Medium,57,Active
ATTR0002803,EMP02803,Sales,1,Excellent,High,87,Active
ATTR0002804,EMP02804,Finance,1,Good,Low,28,Active
ATTR0002805,EMP02805,HR,11,Poor,High,75,Active
ATTR0002806,EMP02806,Operations,2,Average,Low,24,Active
ATTR0002807,EMP02807,Sales,6,Poor,Low,46,Active
ATTR0002808,EMP02808,Operations,7,Average,Medium,57,Active
ATTR0002809,EMP02809,Finance,6,Good,Low,30,Active
ATTR0002810,EMP02810,HR,0,Poor,High,85,Active
ATTR0002811,EMP02811,Finance,8,Good,Low,30,Active
ATTR0002812,EMP02812,Marketing,1,Poor,High,100,Active
ATTR0002813,EMP02813,IT,8,Average,Low,28,Resigned
ATTR0002814,EMP02814,Finance,4,Average,Medium,69,Active
ATTR0002815,EMP02815,Operations,2,Excellent,Medium,74,Active
ATTR0002816,EMP02816,Sales,7,Excellent,High,86,Active
ATTR0002817,EMP02817,Operations,9,Average,High,83,Active
ATTR0002818,EMP02818,Finance,11,Average,Medium,61,Active
ATTR0002819,EMP02819,IT,5,Good,Medium,51,Active
ATTR0002820,EMP02820,Sales,3,Poor,Low,32,Active
ATTR0002821,EMP02821,IT,1,Excellent,Low,35,Resigned
ATTR0002822,EMP02822,IT,7,Poor,Medium,55,Resigned
ATTR0002823,EMP02823,Marketing,10,Good,High,85,Active
ATTR0002824,EMP02824,Operations,2,Excellent,High,89,Active
ATTR0002825,EMP02825,Finance,3,Good,Medium,58,Active
ATTR0002826,EMP02826,Finance,1,Excellent,High,96,Active
ATTR0002827,EMP02827,Sales,2,Good,Low,35,Active
ATTR0002828,EMP02828,Marketing,9,Poor,High,96,Active
ATTR0002829,EMP02829,Finance,8,Excellent,Low,30,Active
ATTR0002830,EMP02830,Marketing,3,Good,Medium,55,Active
ATTR0002831,EMP02831,Sales,2,Average,High,78,Active
ATTR0002832,EMP02832,Operations,9,Good,Medium,55,Active
ATTR0002833,EMP02833,IT,2,Excellent,Medium,72,Active
ATTR0002834,EMP02834,Sales,7,Excellent,Medium,55,Active
ATTR0002835,EMP02835,IT,5,Average,Medium,64,Active
ATTR0002836,EMP02836,IT,9,Good,Low,21,Active
ATTR0002837,EMP02837,HR,9,Average,High,97,Active
ATTR0002838,EMP02838,IT,3,Poor,Low,38,Active
ATTR0002839,EMP02839,HR,11,Good,Medium,63,Active
ATTR0002840,EMP02840,IT,1,Average,High,99,Active
ATTR0002841,EMP02841,IT,5,Excellent,Low,40,Active
ATTR0002842,EMP02842,HR,8,Good,High,93,Active
ATTR0002843,EMP02843,Operations,6,Average,Medium,63,Active
ATTR0002844,EMP02844,Operations,10,Good,Low,33,Active
ATTR0002845,EMP02845,Finance,10,Average,High,82,Active
ATTR0002846,EMP02846,Operations,8,Good,Low,30,Active
ATTR0002847,EMP02847,Marketing,3,Average,Medium,67,Active
ATTR0002848,EMP02848,Operations,4,Poor,Low,37,Active
ATTR0002849,EMP02849,Operations,6,Excellent,Low,35,Resigned
ATTR0002850,EMP02850,HR,5,Excellent,High,76,Active
ATTR0002851,EMP02851,Sales,2,Good,Low,45,Active
ATTR0002852,EMP02852,Operations,4,Poor,High,97,Active
ATTR0002853,EMP02853,IT,6,Average,Low,32,Active
ATTR0002854,EMP02854,Sales,5,Average,High,84,Active
ATTR0002855,EMP02855,Marketing,0,Average,Low,31,Resigned
ATTR0002856,EMP02856,IT,5,Good,High,91,Active
ATTR0002857,EMP02857,Operations,4,Average,Low,34,Active
ATTR0002858,EMP02858,Sales,2,Average,Medium,69,Active
ATTR0002859,EMP02859,Sales,2,Excellent,High,76,Active
ATTR0002860,EMP02860,IT,0,Excellent,Low,38,Active
ATTR0002861,EMP02861,IT,9,Good,High,86,Active
ATTR0002862,EMP02862,IT,6,Good,High,75,Active
ATTR0002863,EMP02863,HR,10,Poor,Medium,73,Active
ATTR0002864,EMP02864,Marketing,7,Average,Medium,74,Active
ATTR0002865,EMP02865,IT,1,Good,Low,41,Active
ATTR0002866,EMP02866,Operations,1,Good,High,86,Active
ATTR0002867,EMP02867,HR,10,Good,High,91,Active
ATTR0002868,EMP02868,HR,2,Average,Low,23,Resigned
ATTR0002869,EMP02869,IT,6,Poor,Low,35,Active
ATTR0002870,EMP02870,Finance,3,Average,Medium,67,Active
ATTR0002871,EMP02871,Operations,1,Poor,High,93,Active
ATTR0002872,EMP02872,Finance,7,Excellent,Low,21,Active
ATTR0002873,EMP02873,HR,8,Excellent,Medium,53,Active
ATTR0002874,EMP02874,Operations,4,Poor,High,90,Active
ATTR0002875,EMP02875,Marketing,3,Good,High,93,Active
ATTR0002876,EMP02876,IT,5,Excellent,Low,32,Resigned
ATTR0002877,EMP02877,Marketing,2,Average,Medium,65,Active
ATTR0002878,EMP02878,Operations,3,Average,Low,43,Active
ATTR0002879,EMP02879,IT,8,Excellent,Medium,63,Active
ATTR0002880,EMP02880,Sales,1,Excellent,High,89,Active
ATTR0002881,EMP02881,Marketing,10,Average,Medium,60,Active
ATTR0002882,EMP02882,IT,10,Poor,Medium,51,Active
ATTR0002883,EMP02883,IT,6,Average,Low,49,Resigned
ATTR0002884,EMP02884,Sales,2,Good,High,76,Resigned
ATTR0002885,EMP02885,Finance,5,Good,High,82,Active
ATTR0002886,EMP02886,Sales,7,Good,Low,43,Resigned
ATTR0002887,EMP02887,Sales,7,Average,High,82,Active
ATTR0002888,EMP02888,Sales,10,Good,High,86,Active
ATTR0002889,EMP02889,Sales,3,Poor,Low,39,Resigned
ATTR0002890,EMP02890,Finance,5,Excellent,Medium,54,Active
ATTR0002891,EMP02891,Marketing,10,Good,Medium,54,Active
ATTR0002892,EMP02892,IT,5,Excellent,Low,21,Active
ATTR0002893,EMP02893,Marketing,3,Average,Low,39,Active
ATTR0002894,EMP02894,Finance,2,Good,High,93,Active
ATTR0002895,EMP02895,Marketing,9,Excellent,High,75,Active
ATTR0002896,EMP02896,HR,10,Excellent,High,88,Resigned
ATTR0002897,EMP02897,Marketing,8,Good,High,85,Active
ATTR0002898,EMP02898,Marketing,6,Average,Low,22,Active
ATTR0002899,EMP02899,Marketing,8,Average,High,77,Resigned
ATTR0002900,EMP02900,Marketing,11,Poor,Medium,67,Active
ATTR0002901,EMP02901,Marketing,1,Excellent,High,97,Resigned
ATTR0002902,EMP02902,Sales,11,Good,High,93,Active
ATTR0002903,EMP02903,HR,8,Poor,Medium,59,Active
ATTR0002904,EMP02904,Marketing,2,Good,Medium,71,Resigned
ATTR0002905,EMP02905,Finance,6,Average,Medium,67,Active
ATTR0002906,EMP02906,Finance,9,Average,High,93,Active
ATTR0002907,EMP02907,Finance,1,Excellent,Medium,67,Active
ATTR0002908,EMP02908,Operations,3,Excellent,Medium,73,Active
ATTR0002909,EMP02909,HR,8,Good,Medium,52,Active
ATTR0002910,EMP02910,HR,11,Average,High,90,Active
ATTR0002911,EMP02911,Finance,10,Good,Low,31,Active
ATTR0002912,EMP02912,Marketing,7,Excellent,Low,42,Active
ATTR0002913,EMP02913,Sales,9,Poor,Low,31,Resigned
ATTR0002914,EMP02914,Sales,10,Average,Medium,71,Active
ATTR0002915,EMP02915,Finance,2,Poor,High,87,Active
ATTR0002916,EMP02916,Finance,10,Good,Low,25,Resigned
ATTR0002917,EMP02917,Finance,10,Good,Medium,58,Active
ATTR0002918,EMP02918,Marketing,11,Excellent,Low,27,Active
ATTR0002919,EMP02919,Marketing,9,Excellent,Low,37,Active
ATTR0002920,EMP02920,Marketing,4,Good,High,77,Active
ATTR0002921,EMP02921,HR,8,Poor,High,80,Active
ATTR0002922,EMP02922,HR,10,Average,Medium,65,Active
ATTR0002923,EMP02923,Finance,8,Average,Low,24,Active
ATTR0002924,EMP02924,Operations,1,Good,High,84,Active
ATTR0002925,EMP02925,HR,1,Good,High,95,Active
ATTR0002926,EMP02926,Finance,11,Good,High,76,Active
ATTR0002927,EMP02927,HR,8,Good,High,79,Resigned
ATTR0002928,EMP02928,Operations,3,Excellent,Low,24,Active
ATTR0002929,EMP02929,HR,4,Poor,High,87,Resigned
ATTR0002930,EMP02930,Operations,9,Good,Medium,65,Active
ATTR0002931,EMP02931,Operations,6,Excellent,Low,38,Active
ATTR0002932,EMP02932,Sales,11,Average,High,86,Active
ATTR0002933,EMP02933,Finance,2,Average,Low,24,Active
ATTR0002934,EMP02934,Marketing,7,Good,Medium,71,Active
ATTR0002935,EMP02935,Finance,7,Excellent,High,97,Active
ATTR0002936,EMP02936,Operations,4,Good,Low,30,Active
ATTR0002937,EMP02937,Sales,9,Excellent,Medium,54,Active
ATTR0002938,EMP02938,HR,1,Poor,High,80,Resigned
ATTR0002939,EMP02939,HR,3,Average,Low,48,Active
ATTR0002940,EMP02940,Operations,6,Excellent,High,82,Active
ATTR0002941,EMP02941,IT,9,Good,Medium,57,Resigned
ATTR0002942,EMP02942,Operations,6,Poor,Medium,66,Active
ATTR0002943,EMP02943,Sales,3,Good,High,94,Active
ATTR0002944,EMP02944,Operations,10,Excellent,High,87,Active
ATTR0002945,EMP02945,Operations,6,Average,Low,43,Active
ATTR0002946,EMP02946,HR,8,Poor,Low,39,Active
ATTR0002947,EMP02947,IT,10,Excellent,Low,21,Active
ATTR0002948,EMP02948,Finance,7,Excellent,Low,35,Active
ATTR0002949,EMP02949,Operations,3,Excellent,High,89,Active
ATTR0002950,EMP02950,Finance,6,Excellent,Low,32,Active
ATTR0002951,EMP02951,Operations,6,Average,High,76,Active
ATTR0002952,EMP02952,Operations,7,Average,Low,26,Active
ATTR0002953,EMP02953,Marketing,0,Good,High,100,Resigned
ATTR0002954,EMP02954,Marketing,7,Average,Medium,73,Active
ATTR0002955,EMP02955,Marketing,8,Average,High,97,Active
ATTR0002956,EMP02956,Finance,5,Good,High,86,Active
ATTR0002957,EMP02957,Operations,10,Excellent,Medium,69,Resigned
ATTR0002958,EMP02958,Marketing,3,Good,Medium,53,Resigned
ATTR0002959,EMP02959,IT,1,Good,Medium,69,Active
ATTR0002960,EMP02960,HR,2,Poor,Low,30,Active
ATTR0002961,EMP02961,Marketing,8,Excellent,Medium,57,Resigned
ATTR0002962,EMP02962,Finance,8,Poor,Medium,71,Active
ATTR0002963,EMP02963,Sales,6,Poor,High,98,Active
ATTR0002964,EMP02964,HR,8,Poor,Low,31,Active
ATTR0002965,EMP02965,HR,2,Average,Medium,54,Active
ATTR0002966,EMP02966,Marketing,2,Average,Low,37,Active
ATTR0002967,EMP02967,Finance,2,Excellent,High,90,Active
ATTR0002968,EMP02968,HR,11,Good,High,80,Active
ATTR0002969,EMP02969,Operations,11,Good,Low,29,Active
ATTR0002970,EMP02970,Operations,10,Excellent,Medium,70,Active
ATTR0002971,EMP02971,Operations,7,Excellent,Medium,64,Active
ATTR0002972,EMP02972,Sales,1,Poor,High,83,Active
ATTR0002973,EMP02973,Sales,10,Excellent,Low,22,Active
ATTR0002974,EMP02974,Finance,8,Average,Medium,52,Active
ATTR0002975,EMP02975,Marketing,2,Average,Medium,52,Active
ATTR0002976,EMP02976,Operations,10,Excellent,Low,40,Active
ATTR0002977,EMP02977,Marketing,4,Average,Low,31,Resigned
ATTR0002978,EMP02978,Operations,8,Poor,Medium,69,Active
ATTR0002979,EMP02979,Sales,8,Good,Medium,73,Active
ATTR0002980,EMP02980,Operations,0,Excellent,Medium,72,Resigned
ATTR0002981,EMP02981,Sales,2,Excellent,High,86,Active
ATTR0002982,EMP02982,Finance,2,Good,High,82,Active
ATTR0002983,EMP02983,Sales,11,Poor,High,82,Active
ATTR0002984,EMP02984,HR,10,Excellent,Low,38,Resigned
ATTR0002985,EMP02985,Finance,5,Good,High,80,Active
ATTR0002986,EMP02986,Operations,3,Poor,Medium,73,Active
ATTR0002987,EMP02987,Finance,1,Good,Medium,58,Resigned
ATTR0002988,EMP02988,HR,4,Poor,High,79,Active
ATTR0002989,EMP02989,Operations,8,Average,Medium,72,Active
ATTR0002990,EMP02990,IT,7,Average,High,76,Active
ATTR0002991,EMP02991,HR,7,Average,Medium,60,Active
ATTR0002992,EMP02992,Finance,3,Excellent,Low,40,Active
ATTR0002993,EMP02993,Finance,2,Good,High,86,Active
ATTR0002994,EMP02994,Finance,4,Good,High,88,Active
ATTR0002995,EMP02995,IT,8,Poor,Low,40,Active
ATTR0002996,EMP02996,Marketing,6,Excellent,High,98,Resigned
ATTR0002997,EMP02997,Finance,3,Poor,Medium,52,Active
ATTR0002998,EMP02998,IT,4,Good,Low,49,Active
ATTR0002999,EMP02999,HR,9,Poor,Low,39,Active
ATTR0003000,EMP03000,Sales,10,Good,Low,46,Active
ATTR0003001,EMP03001,IT,6,Excellent,Medium,64,Resigned
ATTR0003002,EMP03002,Marketing,6,Average,Low,34,Active
ATTR0003003,EMP03003,Finance,5,Average,High,76,Resigned
ATTR0003004,EMP03004,Finance,4,Average,Low,29,Active
ATTR0003005,EMP03005,HR,8,Poor,Low,22,Active
ATTR0003006,EMP03006,Operations,8,Good,Medium,71,Active
ATTR0003007,EMP03007,Operations,5,Excellent,Low,25,Active
ATTR0003008,EMP03008,IT,10,Average,Low,31,Active
ATTR0003009,EMP03009,Finance,4,Good,High,81,Active
ATTR0003010,EMP03010,Operations,4,Poor,High,92,Active
ATTR0003011,EMP03011,Operations,6,Poor,Low,45,Resigned
ATTR0003012,EMP03012,HR,11,Poor,Medium,55,Active
ATTR0003013,EMP03013,HR,10,Excellent,High,77,Active
ATTR0003014,EMP03014,HR,8,Good,Low,41,Active
ATTR0003015,EMP03015,HR,0,Excellent,Medium,51,Active
ATTR0003016,EMP03016,Marketing,3,Good,Low,48,Active
ATTR0003017,EMP03017,Sales,11,Poor,Low,41,Active
ATTR0003018,EMP03018,Operations,1,Average,Low,23,Active
ATTR0003019,EMP03019,IT,9,Poor,Low,28,Active
ATTR0003020,EMP03020,Marketing,10,Excellent,Medium,62,Active
ATTR0003021,EMP03021,IT,4,Poor,Low,40,Active
ATTR0003022,EMP03022,HR,4,Poor,Medium,70,Active
ATTR0003023,EMP03023,HR,1,Excellent,Low,28,Resigned
ATTR0003024,EMP03024,Operations,7,Good,Low,45,Active
ATTR0003025,EMP03025,IT,10,Average,Low,43,Resigned
ATTR0003026,EMP03026,Sales,6,Average,Low,31,Active
ATTR0003027,EMP03027,Finance,6,Excellent,Low,36,Active
ATTR0003028,EMP03028,Finance,6,Good,High,88,Active
ATTR0003029,EMP03029,Marketing,2,Excellent,High,75,Active
ATTR0003030,EMP03030,Sales,6,Poor,Low,28,Active
ATTR0003031,EMP03031,HR,2,Excellent,High,76,Active
ATTR0003032,EMP03032,Sales,5,Good,High,78,Active
ATTR0003033,EMP03033,Marketing,6,Poor,High,81,Resigned
ATTR0003034,EMP03034,Sales,5,Excellent,High,80,Resigned
ATTR0003035,EMP03035,Marketing,9,Average,High,82,Active
ATTR0003036,EMP03036,Operations,1,Excellent,High,78,Resigned
ATTR0003037,EMP03037,Sales,6,Average,High,93,Active
ATTR0003038,EMP03038,HR,6,Poor,Low,40,Active
ATTR0003039,EMP03039,Marketing,10,Poor,Low,37,Active
ATTR0003040,EMP03040,Finance,2,Poor,Medium,62,Active
ATTR0003041,EMP03041,HR,3,Poor,High,93,Active
ATTR0003042,EMP03042,HR,5,Excellent,Medium,60,Resigned
ATTR0003043,EMP03043,Operations,10,Poor,Low,29,Active
ATTR0003044,EMP03044,HR,8,Good,Low,40,Resigned
ATTR0003045,EMP03045,Operations,5,Excellent,High,83,Active
ATTR0003046,EMP03046,Marketing,11,Average,High,91,Resigned
ATTR0003047,EMP03047,Sales,1,Excellent,High,76,Active
ATTR0003048,EMP03048,Sales,7,Average,High,80,Active
ATTR0003049,EMP03049,IT,6,Good,Low,22,Active
ATTR0003050,EMP03050,IT,10,Poor,High,98,Active
ATTR0003051,EMP03051,Operations,2,Good,Medium,74,Active
ATTR0003052,EMP03052,Marketing,10,Average,Low,20,Active
